"","names","interval","lower","upper","NA","NA"
"X50..282","TSL_NP_Wet.PACLON","50%",0.361577048236602,0.624142383920594,NA,NA
"X99..283","TSL_NP_Wet.PALPAL","99%",0.476665429242479,5.53123646845672,NA,NA
"X95..283","TSL_NP_Wet.PALPAL","95%",0.622207200926297,3.77200145759673,NA,NA
"X50..283","TSL_NP_Wet.PALPAL","50%",1.05488882511868,1.92079598392284,NA,NA
"X99..284","TSL_NP_Wet.PELFEM","99%",0.990844448221007,69.4028135177952,NA,NA
"X95..284","TSL_NP_Wet.PELFEM","95%",2.02302216885187,34.6556446805661,NA,NA
"X50..284","TSL_NP_Wet.PELFEM","50%",4.74846995167322,11.6421296799726,NA,NA
"X99..285","TSL_NP_Wet.PLASCA","99%",1.51852671014801,83.8302448270192,NA,NA
"X95..285","TSL_NP_Wet.PLASCA","95%",2.7001386389937,45.446754241067,NA,NA
"X50..285","TSL_NP_Wet.PLASCA","50%",6.23414636741503,15.4980106050801,NA,NA
"X99..286","TSL_NP_Wet.PONCOR","99%",0.0645781338392633,6.56951653734046,NA,NA
"X95..286","TSL_NP_Wet.PONCOR","95%",0.186512007342862,3.57726452510669,NA,NA
"X50..286","TSL_NP_Wet.PONCOR","50%",0.0540610225276723,157.544872216601,NA,NA
"X99..287","TSL_Pond_Dry.AMPHIPOD","99%",1.07426876462487,58.2770610618346,NA,NA
"X95..287","TSL_Pond_Dry.AMPHIPOD","95%",1.93970828789822,32.1165615066345,NA,NA
"X50..287","TSL_Pond_Dry.AMPHIPOD","50%",4.36916850532097,10.8883912928178,NA,NA
"X99..288","TSL_Pond_Dry.CHIRON","99%",0.0984244962978175,4.66444091363733,5.1528740380053,5.20615328734479
"X95..288","TSL_Pond_Dry.CHIRON","95%",0.161281899244925,2.51464081877934,NA,NA
"X50..288","TSL_Pond_Dry.CHIRON","50%",0.341349579349596,0.843107299507275,NA,NA
"X99..289","TSL_Pond_Dry.COPEPOD","99%",1.39367748634402,10.5582526776857,NA,NA
"X95..289","TSL_Pond_Dry.COPEPOD","95%",1.72230553991816,7.84898619539698,NA,NA
"X50..289","TSL_Pond_Dry.COPEPOD","50%",2.72010201242535,4.51027369114806,NA,NA
"X99..290","TSL_Pond_Dry.FLOC","99%",1.12982413222215,17.2421543675639,NA,NA
"X95..290","TSL_Pond_Dry.FLOC","95%",1.53617184064975,11.2787596551967,NA,NA
"X50..290","TSL_Pond_Dry.FLOC","50%",2.73103468483006,5.2959467853731,NA,NA
"X99..291","TSL_Pond_Dry.G.hol1","99%",2.39086330531097,5.87506336883938,NA,NA
"X95..291","TSL_Pond_Dry.G.hol1","95%",2.64298857937377,5.20409683976648,NA,NA
"X50..291","TSL_Pond_Dry.G.hol1","50%",3.27384059279265,4.12904002757758,NA,NA
"X99..292","TSL_Pond_Dry.G.hol2","99%",1.63719044724593,4.41325741078757,NA,NA
"X95..292","TSL_Pond_Dry.G.hol2","95%",1.82739513409582,3.85059108269319,NA,NA
"X50..292","TSL_Pond_Dry.G.hol2","50%",2.29961088691785,2.96870466224787,NA,NA
"X99..293","TSL_Pond_Dry.H.for2","99%",0.0444105706185187,0.983521436118701,NA,NA
"X95..293","TSL_Pond_Dry.H.for2","95%",0.0626772959607253,0.611995226427341,NA,NA
"X50..293","TSL_Pond_Dry.H.for2","50%",0.117106088161629,0.249959418225578,NA,NA
"X99..294","TSL_Pond_Dry.L.goo1","99%",0.561374659594799,12.2128082312136,NA,NA
"X95..294","TSL_Pond_Dry.L.goo1","95%",0.782230467114368,7.51019129222094,NA,NA
"X50..294","TSL_Pond_Dry.L.goo1","50%",1.44891785258164,3.09738215573022,NA,NA
"X99..295","TSL_Pond_Dry.L.goo2","99%",2.07743390940528,12.668473962698,NA,NA
"X95..295","TSL_Pond_Dry.L.goo2","95%",2.5639327870411,9.70060681937131,NA,NA
"X50..295","TSL_Pond_Dry.L.goo2","50%",3.84216419774247,6.01936460444204,NA,NA
"X99..296","TSL_Pond_Dry.M.ber1","99%",0.134302737383863,2.98775450438227,NA,NA
"X95..296","TSL_Pond_Dry.M.ber1","95%",0.186629965199283,1.81691942590042,NA,NA
"X50..296","TSL_Pond_Dry.M.ber1","50%",0.350098132275213,0.743323099831876,NA,NA
"X99..297","TSL_Pond_Dry.MELTUB","99%",0.34051515417471,13.710936036547,13.9608192497412,15.4570448870601
"X95..297","TSL_Pond_Dry.MELTUB","95%",0.504438529184524,7.91012489039758,NA,NA
"X50..297","TSL_Pond_Dry.MELTUB","50%",1.04295762511727,2.62257436874627,NA,NA
"X99..298","TSL_Pond_Dry.N.pet1","99%",1.73062061552036,5.4394567469184,NA,NA
"X95..298","TSL_Pond_Dry.N.pet1","95%",2.00788092183592,4.67630234022774,NA,NA
"X50..298","TSL_Pond_Dry.N.pet1","50%",2.6188792420666,3.49639781669886,NA,NA
"X99..299","TSL_Pond_Dry.PALPAL","99%",0.208708322226381,2.23713668096145,2.2945992848286,2.38388008120317
"X95..299","TSL_Pond_Dry.PALPAL","95%",0.271197564775167,1.59432364622037,NA,NA
"X50..299","TSL_Pond_Dry.PALPAL","50%",0.443684022157339,0.811852568166763,NA,NA
"X99..300","TSL_Pond_Wet.AMPHIPOD","99%",0.792051729899478,47.8082058447415,NA,NA
"X95..300","TSL_Pond_Wet.AMPHIPOD","95%",1.44495844115551,25.3834206006461,NA,NA
"X50..300","TSL_Pond_Wet.AMPHIPOD","50%",3.4219227652879,8.4966478892705,NA,NA
"X99..301","TSL_Pond_Wet.BRAGRA","99%",0.586396238284587,15.098813358287,NA,NA
"X95..301","TSL_Pond_Wet.BRAGRA","95%",0.874914292121073,8.67167740571518,NA,NA
"X50..301","TSL_Pond_Wet.BRAGRA","50%",1.67425140243914,3.55191304202474,NA,NA
"X99..302","TSL_Pond_Wet.C.uro1","99%",0.185404668594658,8.66525007689489,NA,NA
"X95..302","TSL_Pond_Wet.C.uro1","95%",0.312309382855584,4.80209510779168,NA,NA
"X50..302","TSL_Pond_Wet.C.uro1","50%",0.662407240838398,1.64191247165234,NA,NA
"X99..303","TSL_Pond_Wet.C.uro2","99%",0.47596243426425,2.84809721160003,NA,NA
"X95..303","TSL_Pond_Wet.C.uro2","95%",0.581467694057095,2.18905439000173,NA,NA
"X50..303","TSL_Pond_Wet.C.uro2","50%",0.852437359986079,1.33564853645017,NA,NA
"X99..304","TSL_Pond_Wet.COPEPOD","99%",0.114837494373201,1.77763604890201,NA,NA
"X95..304","TSL_Pond_Wet.COPEPOD","95%",0.160219787206186,1.19189949353038,NA,NA
"X50..304","TSL_Pond_Wet.COPEPOD","50%",0.285471085135379,0.552805933104425,NA,NA
"X99..305","TSL_Pond_Wet.FLOC","99%",1.33475801329101,22.4501215467912,NA,NA
"X95..305","TSL_Pond_Wet.FLOC","95%",1.90976339317117,14.6965145898058,NA,NA
"X50..305","TSL_Pond_Wet.FLOC","50%",3.54436916803252,6.87551247740275,NA,NA
"X99..306","TSL_Pond_Wet.G.hol1","99%",1.03299205211357,4.51783794814189,NA,NA
"X95..306","TSL_Pond_Wet.G.hol1","95%",1.21737385897037,3.68145472321217,NA,NA
"X50..306","TSL_Pond_Wet.G.hol1","50%",1.70098287914321,2.46925748741461,NA,NA
"X99..307","TSL_Pond_Wet.G.hol2","99%",2.64005008825036,4.86725239328236,NA,NA
"X95..307","TSL_Pond_Wet.G.hol2","95%",2.83230875325962,4.50189562012334,NA,NA
"X50..307","TSL_Pond_Wet.G.hol2","50%",3.28083156519801,3.85103164693039,NA,NA
"X99..308","TSL_Pond_Wet.H.for2","99%",0.0805424150162552,1.79609823905441,NA,NA
"X95..308","TSL_Pond_Wet.H.for2","95%",0.111690004508434,1.11209184093168,NA,NA
"X50..308","TSL_Pond_Wet.H.for2","50%",0.211816842200165,0.45489292373373,NA,NA
"X99..309","TSL_Pond_Wet.L.goo1","99%",4.3374213038095,12.1149837184945,NA,NA
"X95..309","TSL_Pond_Wet.L.goo1","95%",4.85463460778763,10.5705672509675,NA,NA
"X50..309","TSL_Pond_Wet.L.goo1","50%",6.20416483003449,8.08093406892294,NA,NA
"X99..310","TSL_Pond_Wet.L.goo2","99%",4.04156421291963,9.42372658515024,NA,NA
"X95..310","TSL_Pond_Wet.L.goo2","95%",4.49067865191283,8.41075343405496,NA,NA
"X50..310","TSL_Pond_Wet.L.goo2","50%",5.49987162116581,6.80620330673091,NA,NA
"X99..311","TSL_Pond_Wet.L.mac1","99%",0.135528037337378,1.50133085284096,NA,NA
"X95..311","TSL_Pond_Wet.L.mac1","95%",0.1743146049767,1.04370751887364,NA,NA
"X50..311","TSL_Pond_Wet.L.mac1","50%",0.293819230449772,0.531158779508335,NA,NA
"X99..312","TSL_Pond_Wet.L.sic1","99%",1.12966765031569,3.07716211504334,NA,NA
"X95..312","TSL_Pond_Wet.L.sic1","95%",1.25697479193979,2.69300231061671,NA,NA
"X50..312","TSL_Pond_Wet.L.sic1","50%",1.5963731268423,2.07054913431849,NA,NA
"X99..313","TSL_Pond_Wet.M.alb2","99%",0.256030901243617,13.5196678084648,NA,NA
"X95..313","TSL_Pond_Wet.M.alb2","95%",0.444875864905262,7.08681202199961,NA,NA
"X50..313","TSL_Pond_Wet.M.alb2","50%",0.971857311332449,2.40651185218844,NA,NA
"X99..314","TSL_Pond_Wet.M.sal1","99%",1.9682910079262,4.95332809790205,NA,NA
"X95..314","TSL_Pond_Wet.M.sal1","95%",2.17848576930551,4.36341852490115,NA,NA
"X50..314","TSL_Pond_Wet.M.sal1","50%",2.69345769792971,3.42335966085377,NA,NA
"X99..315","TSL_Pond_Wet.M.sia1","99%",1.44893916656103,2.91051389675429,NA,NA
"X95..315","TSL_Pond_Wet.M.sia1","95%",1.58018522437023,2.67002971085573,NA,NA
"X50..315","TSL_Pond_Wet.M.sia1","50%",1.87523297639486,2.24313795175733,NA,NA
"X99..316","TSL_Pond_Wet.N.pet1","99%",1.51157466051301,6.0060269937514,NA,NA
"X95..316","TSL_Pond_Wet.N.pet1","95%",1.75483391665565,4.92901660850976,NA,NA
"X50..316","TSL_Pond_Wet.N.pet1","50%",2.42518660483792,3.43458939612349,NA,NA
"X99..317","TSL_Pond_Wet.OSTRACOD","99%",0.0889943497259728,1.95379354979352,NA,NA
"X95..317","TSL_Pond_Wet.OSTRACOD","95%",0.123302615946866,1.20684144444391,NA,NA
"X50..317","TSL_Pond_Wet.OSTRACOD","50%",0.232950083899013,0.497377363252557,NA,NA
"X99..318","TSL_Pond_Wet.P.lat2","99%",0.195720847355015,11.6837202961237,NA,NA
"X95..318","TSL_Pond_Wet.P.lat2","95%",0.369293283290797,6.39145431044071,NA,NA
"X50..318","TSL_Pond_Wet.P.lat2","50%",0.880829207237454,2.15216587797389,NA,NA
"X99..319","TSL_Pond_Wet.PALPAL","99%",0.276160896859896,2.07573137802309,NA,NA
"X95..319","TSL_Pond_Wet.PALPAL","95%",0.344466496906732,1.54520382649739,NA,NA
"X50..319","TSL_Pond_Wet.PALPAL","50%",0.533402118956932,0.891694455948567,NA,NA
"X99..320","TSL_Pond_Wet.T.mar1","99%",4.23741333423914,18.9187836569987,NA,NA
"X95..320","TSL_Pond_Wet.T.mar1","95%",5.07616860641274,15.4064692730232,NA,NA
"X50..320","TSL_Pond_Wet.T.mar1","50%",7.15773546894329,10.4046874156396,NA,NA
