ID,Diet_Item,Count,Volume,Comments
MC28,Empty,1,0,NA
MC23,Empty,1,0,NA
MC41,Empty,1,0,NA
SK04,Empty,1,0,parasitic worms
MA13,Empty,1,0,NA
MC32,Empty,1,0,NA
MC29,Empty,1,0,NA
MA09,Empty,1,0,stomach was already cut
MC30,Empty,1,0,NA
MC28,Empty,1,0,NA
MC03,Empty,1,0,NA
OA21,Empty,1,0,full intestines
OA18,Empty,1,0,full intestines
OA05,Empty,1,0,full intestines
OA17,Empty,1,0,full intestines
OA04,Empty,1,0,full intestines
OA14,Empty,1,0,full intestines
OA28,Empty,1,0,full intestines
OA29,Empty,1,0,full intestines
HP17,Empty,1,0,NA
LPu35,Empty,1,0,NA
EU25,Empty,1,0,full intestines (detritus)
MA05,Empty,1,0,some material in intestine
LPu16,Empty,1,0,NA
CU70,Empty,1,0,NA
LL29,Empty,1,0,NA
MA07,Empty,1,0,NA
MA06,Empty,1,0,NA
CL01,Empty,1,0,half-full intestine
AN04,Empty,1,0,1/4 full intestine
AN05,Empty,1,0,1/4 full intestine
TM08,Empty,1,0,full intestine
MS41,Empty,1,0,NA
MS44,Empty,1,0,NA
MS45,Empty,1,0,NA
MS46,Empty,1,0,NA
MS47,Empty,1,0,NA
MS48,Empty,1,0,NA
HP01,Empty,1,0,full intestine
HP04,Empty,1,0,NA
MA08,Empty,1,0,NA
EU13,Empty,1,0,full intestine
EU14,Empty,1,0,full intestine
EU15,Empty,1,0,full intestine
LP38,Empty,1,0,NA
CO01,Empty,1,0,NA
CU34,Empty,1,0,NA
CU36,Empty,1,0,Snail in intestine
CU37,Empty,1,0,NA
LP26,Empty,1,0,NA
HP11,Empty,1,0,some detritus in intestine
MC25,Empty,1,0,NA
LMi20,Empty,1,0,NA
OA09,Empty,1,0,full intestine
OA11,Empty,1,0,full intestine
MC05,Empty,1,0,some material in intestine
MC19,Empty,1,0,NA
MC20,Empty,1,0,NA
CL06,Empty,1,0,NA
HP07,Empty,1,0,NA
TM23,Empty,1,0,full intestine
MA11,Empty,1,0,material in colon
MC38,Empty,1,0,NA
LP06,Empty,1,0,NA
LP09,Empty,1,0,NA
LP11,Empty,1,0,NA
LP12,Empty,1,0,NA
LP13,Empty,1,0,NA
LP15,Empty,1,0,NA
LL01,Empty,1,0,NA
LL10,Empty,1,0,NA
LL12,Empty,1,0,NA
CU16,Empty,1,0,Snail in intestine
CU24,Empty,1,0,Snail in intestine
LL35,Empty,1,0,NA
LL36,Empty,1,0,NA
LL43,Empty,1,0,NA
LL44,Empty,1,0,NA
LL46,Empty,1,0,NA
LL47,Empty,1,0,NA
LL48,Empty,1,0,parasitic worms
EU11,Empty,1,0,full intestine
LMi28,Empty,1,0,parasitic worms
LP33,Empty,1,0,NA
TM03,Empty,1,0,full intestine
MC33,Empty,1,0,parasitic worms
LL16,Empty,1,0,NA
LL23,Empty,1,0,NA
LMa25,Empty,1,0,NA
AN19,Empty,1,0,NA
CL14,Empty,1,0,many scales in intestine
CU84,Empty,1,0,NA
HP08,Empty,1,0,NA
LL62,Empty,1,0,parasitic worms
LL63,Empty,1,0,NA
LL69,Empty,1,0,parasitic worms
MC40,Empty,1,0,NA
MC42,Empty,1,0,NA
MS02,Empty,1,0,lack defined stomach
MS04,Empty,1,0,NA
MS05,Empty,1,0,NA
MS08,Empty,1,0,NA
MS09,Empty,1,0,NA
MS10,Empty,1,0,NA
MS11,Empty,1,0,NA
MS12,Empty,1,0,NA
MS13,Empty,1,0,NA
MS14,Empty,1,0,NA
MS15,Empty,1,0,NA
MS16,Empty,1,0,NA
MS17,Empty,1,0,NA
MS18,Empty,1,0,NA
MS19,Empty,1,0,NA
MS24,Empty,1,0,NA
MS26,Empty,1,0,NA
MS27,Empty,1,0,NA
MS28,Empty,1,0,NA
MS29,Empty,1,0,NA
MS31,Empty,1,0,NA
MS32,Empty,1,0,NA
MS33,Empty,1,0,NA
MS34,Empty,1,0,NA
MS35,Empty,1,0,NA
MS36,Empty,1,0,NA
MS37,Empty,1,0,microplastic strand
MS38,Empty,1,0,NA
MS39,Empty,1,0,NA
MS40,Empty,1,0,NA
MS43,Empty,1,0,NA
MS50,Empty,1,0,NA
MS52,Empty,1,0,NA
MS53,Empty,1,0,NA
MS54,Empty,1,0,NA
MS55,Empty,1,0,NA
MS56,Empty,1,0,NA
MS57,Empty,1,0,NA
MS60,Empty,1,0,NA
MS62,Empty,1,0,NA
MS64,Empty,1,0,NA
MS65,Empty,1,0,NA
MS66,Empty,1,0,NA
MS67,Empty,1,0,NA
MS68,Empty,1,0,NA
MS69,Empty,1,0,NA
MS70,Empty,1,0,NA
MS71,Empty,1,0,NA
MS72,Empty,1,0,NA
MS74,Empty,1,0,NA
MS75,Empty,1,0,NA
MS76,Empty,1,0,may be too decomposed for DNA techniques
MS77,Empty,1,0,microplastic
MS78,Empty,1,0,NA
MS80,Empty,1,0,NA
MS81,Empty,1,0,NA
EE03,Empty,1,0,NA
EE04,Empty,1,0,NA
EE21,Empty,1,0,NA
EE23,Empty,1,0,NA
EE32,Empty,1,0,NA
EE36,Empty,1,0,NA
EE40,Empty,1,0,NA
EE43,Empty,1,0,NA
EE44,Empty,1,0,NA
EE45,Empty,1,0,NA
EE46,Empty,1,0,NA
EE51,Empty,1,0,NA
EE54,Empty,1,0,NA
EE71,Empty,1,0,NA
LP23,Empty,1,0,12 parasitic worms
LP22,Empty,1,0,NA
LP21,Empty,1,0,NA
LS12,Empty,1,0,NA
LS05,Empty,1,0,NA
LP03,Empty,1,0,NA
LP02,Empty,1,0,NA
CL02,Empty,1,0,NA
EE16,Empty,1,0,NA
EE17,Empty,1,0,NA
EE18,Empty,1,0,NA
NP17,Empty,1,0,NA
NP74,Empty,1,0,NA
NP76,Empty,1,0,NA
NP77,Empty,1,0,NA
NP78,Empty,1,0,NA
NP79,Empty,1,0,NA
NP80,Empty,1,0,NA
NP115,Empty,1,0,NA
NP122,Empty,1,0,NA
NP123,Empty,1,0,NA
FC51,Empty,1,0,NA
LMr31,Empty,1,0,NA
FC142,Empty,1,0,NA
PL118,Empty,1,0,NA
FC189,Empty,1,0,NA
FC191,Empty,1,0,NA
FC192,Empty,1,0,NA
HF48,Empty,1,0.001,NA
HF53,Empty,1,0,NA
HF124,Empty,1,0,NA
HF129,Empty,1,0,NA
HF130,Empty,1,0,NA
HF212,Empty,1,0,NA
HF218,Empty,1,0.001,NA
HF265,Empty,1,0,NA
GH58,Empty,1,0,NA
GH106,Empty,1,0,NA
GH110,Empty,1,0,NA
GH364,Empty,1,0,NA
GH507,Empty,1,0,NA
GH592,Empty,1,0,NA
GH635,Empty,1,0,NA
HM34,Empty,1,0,NA
HM66,Empty,1,0,NA
HM72,Empty,1,0,NA
HM101,Empty,1,0,parasitic worms
AY10,Empty,1,0,NA
CM07,Empty,1,0,NA
CU78,Empty,1,0,NA
LL20,Empty,1,0,NA
LL32,Empty,1,0,NA
LL34,Empty,1,0,NA
LL38,Empty,1,0,NA
LL39,Empty,1,0,NA
LL40,Empty,1,0,NA
LL41,Empty,1,0,NA
LL42,Empty,1,0,NA
LL56,Empty,1,0,parasitic worms
LL58,Empty,1,0,NA
LL64,Empty,1,0,NA
LG290,Empty,1,0,NA
LG344,Empty,1,0,NA
LG346,Empty,1,0,NA
LG709,Empty,1,0,NA
LG714,Empty,1,0,NA
LG717,Empty,1,0,NA
LG831,Empty,1,0,NA
LG834,Empty,1,0,NA
LG838,Empty,1,0,NA
LMr101,Empty,1,0,NA
FC193,Ephemeroptera,1,0.001,NA
GH28,Ephemeroptera,1,0.01,NA
GH75,Ephemeroptera,1,0.005,NA
GH197,Ephemeroptera,1,0.001,NA
GH313,Ephemeroptera,1,0.001,NA
GH583,Ephemeroptera,3,0.1,mayfly nymph
GH706,Ephemeroptera,1,0.01,NA
GH715,Ephemeroptera,1,0.01,NA
GH189,Flatworm,1,0.001,NA
GH461,Formicidae,2,0.01,NA
BB04,Gambusia holbrooki,1,0.09,NA
BB10,Gambusia holbrooki,1,0.07,NA
MC12,Gambusia hoolbroki,1,0.11,definitely gambusia
OA20,Gambusia hoolbroki,1,0.15,full intestine
HM22,Gerridae,1,0.005,NA
TM16,Green Algae,1,0.15,nostoc ball?
RT05,Green Algae,1,0.25,no defined stomach
CU15,Green Algae,1,0.01,maybe utricularia bladders
CU22,Green Algae,1,0.01,NA
EE07,Green Algae,1,0.001,NA
EE11,Green Algae,1,0.002,det. Alg. Mix?
EE12,Green Algae,1,0.001,det. Alg. Mix?
EE22,Green Algae,1,0.001,NA
EE27,Green Algae,1,0.001,NA
EE28,Green Algae,1,0.001,NA
EE30,Green Algae,1,0.001,NA
EE31,Green Algae,1,0.001,NA
EE68,Green Algae,1,0.001,NA
EE69,Green Algae,1,0.001,NA
NP09,Green Algae,1,0.001,NA
PL03,Green Algae,1,0.001,mixed with periphyton
PL40,Green Algae,1,0.001,full intestine
PL41,Green Algae,1,0.001,NA
PL46,Green Algae,1,0.001,NA
PL48,Green Algae,1,0.001,NA
PL63,Green Algae,1,0.001,NA
PL96,Green Algae,1,0.005,NA
HF17,Green Algae,1,0.001,NA
HF106,Green Algae,1,0.001,NA
HF182,Green Algae,1,0.001,NA
HF208,Green Algae,1,0.001,NA
GH60,Green Algae,1,0.001,NA
GH73,Green Algae,1,0.001,NA
GH190,Green Algae,1,0.001,NA
GH195,Green Algae,1,0.001,NA
GH200,Green Algae,1,0.01,NA
GH201,Green Algae,1,0.001,NA
GH503,Green Algae,1,0.001,NA
GH546,Green Algae,1,0.001,NA
GH548,Green Algae,1,0.01,NA
HM23,Green Algae,1,0.01,NA
HM79,Green Algae,1,0.02,NA
HM80,Green Algae,1,0.03,NA
HM81,Green Algae,1,0.01,NA
HM82,Green Algae,1,0.02,NA
HM84,Green Algae,1,0.01,NA
HM85,Green Algae,1,0.02,might be UTRGIB
HM87,Green Algae,1,0.03,NA
HM91,Green Algae,1,0.02,NA
HM92,Green Algae,1,0.01,NA
AT03,Green Algae,1,0.01,NA
JF25,Green Algae,1,0.01,NA
JF27,Green Algae,1,0.03,NA
JF28,Green Algae,1,0.03,NA
JF30,Green Algae,1,0.01,NA
JF31,Green Algae,1,0.01,NA
JF40,Green Algae,1,0.01,NA
JF71,Green Algae,1,0.03,NA
JF72,Green Algae,1,0.02,NA
JF99,Green Algae,1,0.01,NA
JF100,Green Algae,1,0.03,NA
JF101,Green Algae,1,0.01,NA
RT03,Green Algae,1,0.1,NA
RT04,Green Algae,1,0.1,NA
RT11,Green Algae,1,0.1,NA
RT12,Green Algae,1,0.1,NA
RT13,Green Algae,1,0.1,NA
LG839,Green Algae,1,0.001,NA
LPu26,Green Algae,1,0.01,NA
EG42,Haita spp,1,0.01,NA
EG60,Haita spp,1,0.01,NA
EG84,Haita spp,1,0.01,NA
FCo35,Haita spp,2,0.06,NA
LG387,Haita spp,1,0.01,NA
LG389,Haita spp,1,0.01,NA
LG391,Haita spp,1,0.001,NA
LG396,Haita spp,1,0.01,NA
LG398,Haita spp,4,0.02,NA
LG399,Haita spp,2,0.01,NA
LG400,Haita spp,1,0.01,NA
LG410,Haita spp,1,0.005,NA
LG411,Haita spp,1,0.005,NA
LG633,Haita spp,1,0.006,NA
LG637,Haita spp,2,0.001,NA
LG706,Haita spp,1,0.005,NA
LG718,Haita spp,1,0.005,NA
LG722,Haita spp,2,0.005,NA
LG723,Haita spp,2,0.01,NA
LG731,Haita spp,1,0.001,NA
LG738,Haita spp,1,0.005,NA
LG739,Haita spp,1,0.005,NA
LG743,Haita spp,1,0.005,NA
LG745,Haita spp,1,0.005,NA
LG746,Haita spp,1,0.005,NA
LG792,Haita spp,1,0.005,NA
LG849,Haita spp,1,0.005,NA
LG853,Haita spp,1,0.005,NA
LG862,Haita spp,1,0.005,NA
LG880,Haita spp,1,0.005,NA
LPu11,Haita spp,1,0.01,NA
LPu12,Haita spp,3,0.05,NA
LPu17,Haita spp,1,0.02,NA
LPu27,Haita spp,1,0.01,NA
LPu31,Haita spp,1,0.03,NA
GH413,Halictidae,1,0.01,Hymenoptera - Green Sweat Bee
FC12,Hebridae,1,0.001,NA
FC190,Hebridae,1,0.005,NA
GH412,Hebridae,1,0.005,NA
FC112,Hemiptera,1,0.01,NA
GH37,Hemiptera,1,0.001,NA
GH93,Hemiptera,1,0.01,NA
GH104,Hemiptera,1,0.001,NA
GH188,Hemiptera,1,0.001,NA
GH311,Hemiptera,1,0.005,NA
GH336,Hemiptera,1,0.001,gill fragments
GH369,Hemiptera,1,0.001,gill fragments
GH413,Hemiptera,1,0.01,NA
GH416,Hemiptera,1,0.001,NA
GH431,Hemiptera,2,0.005,NA
GH513,Hemiptera,5,0.01,NA
GH519,Hemiptera,4,0.01,NA
GH531,Hemiptera,6,0.05,NA
GH540,Hemiptera,1,0.01,NA
GH543,Hemiptera,2,0.01,NA
GH552,Hemiptera,2,0.05,NA
GH561,Hemiptera,1,0.01,NA
GH573,Hemiptera,1,0.1,NA
GH574,Hemiptera,2,0.01,NA
GH575,Hemiptera,1,0.01,NA
GH576,Hemiptera,1,0.01,NA
GH581,Hemiptera,2,0.005,NA
GH584,Hemiptera,2,0.01,NA
GH587,Hemiptera,1,0.01,NA
GH589,Hemiptera,1,0.01,NA
GH637,Hemiptera,1,0.01,NA
GH641,Hemiptera,1,0.01,NA
GH644,Hemiptera,1,0.01,NA
GH648,Hemiptera,2,0.01,NA
GH650,Hemiptera,1,0.01,NA
GH651,Hemiptera,2,0.01,NA
GH659,Hemiptera,1,0.01,NA
GH697,Hemiptera,2,0.01,NA
GH699,Hemiptera,1,0.01,NA
GH701,Hemiptera,1,0.001,NA
GH704,Hemiptera,1,0.005,1 brown circle
GH710,Hemiptera,3,0.01,NA
GH713,Hemiptera,2,0.01,NA
GH714,Hemiptera,1,0.01,NA
GH716,Hemiptera,1,0.005,NA
GH736,Hemiptera,1,0.01,NA
GH696,Hemiptera,1,0.05,NA
HM35,Hemiptera,1,0.01,NA
HM38,Hemiptera,2,0.01,NA
HM57,Hemiptera,2,0.02,parasitic worms
CU59,Hemiptera,2,0.08,parasitic worms
EG86,Hemiptera,3,0.02,NA
FCo31,Hemiptera,2,0.01,NA
MB02,Hemiptera,1,0.01,NA
NV02,Hemiptera,1,0.01,NA
LL37,Hemiptera,1,0.03,NA
LG279,Hemiptera,1,0.005,NA
LG313,Hemiptera,1,0.001,NA
LG321,Hemiptera,18,0.001,NA
LG330,Hemiptera,1,0.001,NA
LG406,Hemiptera,1,0.005,NA
LG418,Hemiptera,1,0.005,NA
LG501,Hemiptera,1,0.005,NA
LG507,Hemiptera,1,0.005,NA
LG530,Hemiptera,1,0.005,NA
LG567,Hemiptera,1,0.001,NA
LG586,Hemiptera,1,0.005,NA
LG631,Hemiptera,2,0.005,NA
LG633,Hemiptera,1,0.005,NA
LG646,Hemiptera,1,0.005,NA
LG704,Hemiptera,1,0.005,NA
LG718,Hemiptera,1,0.005,NA
LG757,Hemiptera,1,0.005,NA
LG778,Hemiptera,2,0.005,NA
LG798,Hemiptera,1,0.01,NA
LG836,Hemiptera,1,0.005,NA
LG840,Hemiptera,1,0.001,NA
LG846,Hemiptera,1,0.005,NA
LG851,Hemiptera,2,0.001,NA
LG857,Hemiptera,1,0.005,NA
LG861,Hemiptera,2,0.005,NA
LG864,Hemiptera,2,0.005,NA
LG878,Hemiptera,3,0.005,NA
LG880,Hemiptera,1,0.001,NA
LMr106,Hemiptera,1,0.01,NA
LPu12,Hemiptera,2,0.03,NA
LPu19,Hemiptera,1,0.1,NA
LPu20,Hemiptera,1,0.03,NA
LPu21,Hemiptera,1,0.02,NA
LPu29,Hemiptera,1,0.04,NA
OA13,Heterandria formosa,1,0.1,mostly undigested
FC62,Hydrilla,1,0.01,adult (Hydrilla)
FC197,Hydrilla,2,0.005,NA
MC17,Hymenoptera,1,0.2,bee; wasp?
LS46,Hymenoptera,2,0.005,ants
LMa10,Hymenoptera,2,0.001,2 ant heads
LMa22,Hymenoptera,1,0.001,ant - head only
FC88,Hymenoptera,1,0.005,ant
GH26,Hymenoptera,3,0.05,ant
GH59,Hymenoptera,1,0.01,wasp
GH97,Hymenoptera,1,0.01,NA
GH103,Hymenoptera,2,0.03,2 ants
GH104,Hymenoptera,2,0.01,NA
GH185,Hymenoptera,1,0.005,ant
GH200,Hymenoptera,1,0.01,NA
GH245,Hymenoptera,1,0.005,NA
GH296,Hymenoptera,5,0.03,NA
GH311,Hymenoptera,1,0.01,NA
GH322,Hymenoptera,2,0.005,ants
GH323,Hymenoptera,1,0.005,NA
GH449,Hymenoptera,1,0.05,1 ant
GH461,Hymenoptera,2,0.1,wasp/bees
GH513,Hymenoptera,2,0.01,NA
GH551,Hymenoptera,1,0.05,1 ant
GH577,Hymenoptera,2,0.05,NA
GH637,Hymenoptera,1,0.01,1 ant
LPu13,Hymenoptera,1,0.01,ant
LPu31,Lubridae,1,0.09,NA
MA01,Lucania goodei,1,0.3,NA
HM27,Lucania goodei,1,0.4,NA
LMi06,Melanoides,1,0.01,NA
LMi11,Melanoides,1,0.02,NA
LMi14,Melanoides,17,0.395,NA
LMi18,Melanoides,4,0.045,NA
LMi29,Melanoides,3,0.01,NA
CU09,Melanoides,1,0.001,NA
HM86,Melanoides,1,0.015,NA
GH575,Mesovelidae,1,0.001,NA
GH577,Mesovelidae,2,0.01,NA
GH581,Mesovelidae,1,0.001,NA
SL15,Misc,1,0.9,mush; very digested
CO02,Misc,1,0.1,"maybe highly difested fis;, no hard parts"
AN26,Misc,1,0.02,NA
MC13,Misc,1,0.03,NA
AN09,Misc,1,0.045,possibly fish tissue
AN15,Misc,1,0.05,maybe fish
AN16,Misc,1,0.05,NA
LP04,Misc,1,0.1,fish? (.1 ml)
LP05,Misc,1,0.03,fish?  
LL13,Misc,1,0.04,parasitic worms exterior of stomach
CU23,Misc,1,0.05,Snail in intestine
NF01,Misc,1,0.015,microplastics
LP31,Misc,1,0.095,NA
LP34,Misc,1,0.3,NA
LP35,Misc,1,0.11,parasitic worms
LP37,Misc,1,0.2,NA
LMa26,Misc,1,0.04,NA
LMa23,Misc,1,0.3,NA
AN21,Misc,1,0.2,NA
AN22,Misc,1,0.2,NA
CL09,Misc,1,0.04,NA
CL10,Misc,1,0.05,NA
MC44,Misc,1,0.01,NA
MS07,Misc,1,0.005,NA
MS30,Misc,1,0.01,fish?
MS42,Misc,1,0.003,NA
MS49,Misc,1,0.01,NA
MS51,Misc,1,0.01,NA
MS58,Misc,1,0.01,fish?
MS59,Misc,1,0.005,fish?
MS61,Misc,1,0.03,fish?
MS63,Misc,1,0.005,fish?
MS73,Misc,1,0.001,NA
MS79,Misc,1,0.005,NA
CU64,Misc,1,0.01,NA
LP01,Misc,1,0.005,NA
LP24,Misc,1,0.01,NA
LL03,Misc,1,0.001,LL03 is repeated elsewhere
LL05,Misc,1,0.03,2 parasitic worms
LL08,Misc,1,0.001,NA
NP06,Misc,1,0.001,detritus/algae?
LMa01,Misc,1,0.01,NA
NP20,Misc,1,0.001,NA
NP21,Misc,1,0.001,NA
NP23,Misc,1,0.001,NA
NP65,Misc,1,0.001,Misc specs
LMa31,Misc,1,0.04,NA
PL114,Misc,1,0.01,NA
FC155,Misc,1,0.005,NA
LMr99,Misc,3,0.1,NA
HF263,Misc,1,0.001,NA
HF269,Misc,1,0.001,fish eggs? (soft tissue)
GH366,Misc,1,0.001,NA
GH384,Misc,1,0.001,NA
GH486,Misc,1,0.001,NA
PX03,Misc,4,0.005,NA
RG05,Misc,1,0.03,NA
LG584,Misc,1,0.005,NA
LG647,Misc,1,0.005,NA
MC43,Misc Fish,1,11,sunfish or cichlid
MC15,Misc Fish,1,11,sunfish or cichlid
AC04,Misc Fish,1,8,~3 in; fusiform (catfish?)
AC01,Misc Fish,1,11,"large bones, too digested"
MC25,Misc Fish,1,3,eels (or snake?)
MC04,Misc Fish,1,0.1,single bone/ fin spine
MC37,Misc Fish,1,0.1,few ribs/spines
MC22,Misc Fish,1,1.5,just bones
MC18,Misc Fish,1,11.5,no head; sunfish/cichlid
LP42,Misc Fish,1,1.4,some spine + ribs mostly bones
LP41,Misc Fish,1,2,just skeleton; probably centrarchid (>4 in) or cichlid based on spine size
LP28,Misc Fish,1,3.1,bones + mush; spine would indicate sunfish/cichlid
LP40,Misc Fish,1,9.5,not a centrarchid; HEMLET or POELAT
AC03,Misc Fish,1,1.5,just a spine; maybe eel
AC02,Misc Fish,1,0.07,few bones
MC31,Misc Fish,1,0.01,few bones
MC26,Misc Fish,1,0.2,bones; took pics
MC21,Misc Fish,1,0.01,single bone
MC02,Misc Fish,1,0.01,two scales; maybe opercular flags
LP27,Misc Fish,1,0.04,cyprihodontoid?
OA19,Misc Fish,1,0.01,2 scales; relatively large
LL28,Misc Fish,1,0.001,two scales 
MC35,Misc Fish,1,0.001,fish scale
MA03,Misc Fish,1,1.2,NA
CU68,Misc Fish,1,0.001,single fish scale
TM07,Misc Fish,1,0.001,single fish scale
CU69,Misc Fish,1,0.01,"head only, small individual"
TM10,Misc Fish,1,0.001,3 scales
LP30,Misc Fish,1,0.01,mostly digested
MA10,Misc Fish,1,0.001,2 scales only
LL55,Misc Fish,1,0.01,2 scales
CL04,Misc Fish,1,0.09,"scales, spines, tissue"
LMi06,Misc Fish,1,0.001,several scales
CL07,Misc Fish,1,0.04,maybe fish mush
LP39,Misc Fish,1,0.2,maybe fish?
MC36,Misc Fish,1,0.01,2 bones/spines
MC39,Misc Fish,1,0.001,1 bone/ spine
LP08,Misc Fish,1,0.01,fish?
LP10,Misc Fish,1,0.2,fish?
LP14,Misc Fish,1,0.4,fish?
LP16,Misc Fish,1,0.1,fish?
LL11,Misc Fish,1,0.001,partial head; very digested
LL14,Misc Fish,1,0.015,NA
CU15,Misc Fish,1,0.5,Snail in intestine
CU21,Misc Fish,1,0.005,scales 4
LL49,Misc Fish,1,0.001,scales
LP32,Misc Fish,1,0.095,NA
LP36,Misc Fish,1,0.5,parasitic worms
LMa26,Misc Fish,1,0.01,2 scales
AN01,Misc Fish,1,0.01,2 scales
CU66,Misc Fish,1,0.001,5 scales
LP29,Misc Fish,1,0.3,NA
LL19,Misc Fish,1,0.001,1 scale
LL24,Misc Fish,1,0.2,NA
CL12,Misc Fish,1,0.1,many scales
CL13,Misc Fish,1,0.05,many scales
CL16,Misc Fish,1,1.1,bones and scales
LL68,Misc Fish,1,0.02,bones
MA15,Misc Fish,1,0.015,parasitic worms
MS03,Misc Fish,1,0.001,1 scales
MS06,Misc Fish,1,0.005,maybe fish?
MS20,Misc Fish,1,0.001,maybe fish?
MS21,Misc Fish,1,0.01,fish?
MS22,Misc Fish,1,0.01,fish?
MS23,Misc Fish,1,0.01,fish?
MS25,Misc Fish,1,0.005,several fish scales
CU64,Misc Fish,1,0.005,6 scales
CU65,Misc Fish,1,0.17,24 scales
LPu14,Misc Fish,1,0.001,6 scales
LL06,Misc Fish,1,0.005,1 scale
LL07,Misc Fish,1,0.005,1 scale
LP24,Misc Fish,1,0.05,3 parasitic worms
LL02,Misc Fish,1,0.005,1 parasitic worm
LL03,Misc Fish,1,0.05,1 scale
LL08,Misc Fish,1,0.01,4 scales; 1 bone
LL09,Misc Fish,1,0.01,4 scales 
NP20,Misc Fish,1,0.001,one scale
LMa05,Misc Fish,1,0.05,3 scales; 1 bone
LMa06,Misc Fish,1,0.01,1 scale
LMa07,Misc Fish,1,0.02,2 scales
LMa11,Misc Fish,1,0.01,1 scale
LMa12,Misc Fish,1,0.01,NA
LMa13,Misc Fish,1,0.001,2 scales
LMa14,Misc Fish,1,0.01,NA
LMa15,Misc Fish,1,0.07,scales
LMa16,Misc Fish,1,0.001,1 scale
LMa18,Misc Fish,1,0.001,scales
LMa19,Misc Fish,1,0.001,NA
LMa20,Misc Fish,1,0.01,NA
LMa22,Misc Fish,1,0.001,NA
LMa28,Misc Fish,1,0.001,NA
FC43,Misc Fish,1,0.001,1 fish scale
LMa30,Misc Fish,1,0.001,1 fish scale
LMa31,Misc Fish,1,0.001,1 fish scale
FC47,Misc Fish,1,0.001,1 fish scale
LMa32,Misc Fish,1,0.001,NA
FC57,Misc Fish,1,0.001,NA
LMi09,Misc Fish,1,0.001,1 scale
LMi10,Misc Fish,1,0.001,2 scales
LMr30,Misc Fish,1,0.001,NA
LMr67,Misc Fish,1,0.001,2 scales
LMr68,Misc Fish,1,0.001,3 scales
LMr69,Misc Fish,1,0.001,4 scales
FC109,Misc Fish,1,0.001,3 scales
LMr90,Misc Fish,1,0.001,4 scales
FC163,Misc Fish,1,0.005,NA
FC165,Misc Fish,1,0.001,2 scales
GH92,Misc Fish,1,0.001,fin rays
GH341,Misc Fish,1,0.2,NA
GH343,Misc Fish,1,0.15,NA
GH362,Misc Fish,1,0.1,NA
GH363,Misc Fish,1,0.05,NA
GH573,Misc Fish,1,0.01,NA
GH586,Misc Fish,1,0.05,NA
GH593,Misc Fish,1,0.1,NA
GH645,Misc Fish,1,0.01,NA
HM21,Misc Fish,1,0.2,NA
HM28,Misc Fish,1,0.05,NA
HM30,Misc Fish,1,0.05,NA
HM36,Misc Fish,1,0.02,NA
HM74,Misc Fish,1,0.01,3 scales
HM75,Misc Fish,1,0.04,NA
HM76,Misc Fish,1,0.01,scales
HM78,Misc Fish,1,0.04,parasitic worms
HM81,Misc Fish,2,0.1,NA
HM92,Misc Fish,1,0.01,scales
HM93,Misc Fish,1,0.01,NA
HM94,Misc Fish,1,0.01,bones
HM97,Misc Fish,1,0.01,scales
HM105,Misc Fish,1,0.01,scales
AN06,Misc Fish,1,0.03,NA
AN10,Misc Fish,1,0.03,NA
BB02,Misc Fish,1,0.03,NA
BB03,Misc Fish,1,0.01,NA
BB06,Misc Fish,1,0.02,NA
BB09,Misc Fish,1,0.02,NA
BB14,Misc Fish,2,0.09,NA
BB15,Misc Fish,1,0.12,picture on phone
CB15,Misc Fish,2,0.08,NA
CB16,Misc Fish,1,0.07,NA
CM08,Misc Fish,1,0.1,NA
CU19,Misc Fish,1,0.01,scales
CU81,Misc Fish,1,0.01,scales
SL11,Misc Fish,1,0.06,NA
LL30,Misc Fish,1,0.02,partial fin
MC34,Misc Insecta,2,0.05,NA
OA26,Misc Insecta,1,0.005,exoskeleton fragments
MC13,Misc Insecta,1,0.015,partial legs
LPu34,Misc Insecta,1,0.3,external to stomach parasitic worms
CU14,Misc Insecta,1,0.01,NA
CU17,Misc Insecta,1,0.02,NA
LMa26,Misc Insecta,1,0.01,NA
TM09,Misc Insecta,1,0.01,unid leg
LL27,Misc Insecta,1,0.01,parasitic worms
EE06,Misc Insecta,1,0.01,NA
CU65,Misc Insecta,1,0.01,NA
EE73,Misc Insecta,1,0.001,single leg
LS01,Misc Insecta,3,0.001,mostly leg pieces
LS02,Misc Insecta,4,0.001,leg pieces
LS04,Misc Insecta,2,0.001,leg pieces
LS06,Misc Insecta,2,0.001,NA
LS07,Misc Insecta,1,0.001,NA
LS08,Misc Insecta,2,0.001,NA
LS13,Misc Insecta,2,0.001,NA
LS17,Misc Insecta,1,0.001,NA
LS18,Misc Insecta,1,0.001,NA
LS21,Misc Insecta,2,0.001,mostly legs
LS42,Misc Insecta,2,0.01,NA
LS44,Misc Insecta,3,0.01,NA
LS45,Misc Insecta,1,0.04,lots of legs
NP10,Misc Insecta,1,0.001,NA
NP11,Misc Insecta,1,0.001,NA
NP14,Misc Insecta,1,0.001,NA
LMa11,Misc Insecta,4,0.002,NA
LMa13,Misc Insecta,2,0.12,NA
LMa14,Misc Insecta,1,0.01,NA
LMa15,Misc Insecta,1,0.015,NA
LMa16,Misc Insecta,1,0.04,NA
LMa18,Misc Insecta,1,0.02,NA
FC29,Misc Insecta,6,0.015,NA
LMa21,Misc Insecta,1,0.001,NA
