"","ID","MDS1","MDS2","size_class","Invasion_Status","Habitat","Season","Length","Wet_Weight"
"2320","...1808",0.710578944194309,0.0972179768862541,"L_sic1","Pre-Invasion","Pond","Wet",38,0.34
"2321","...1807",0.136667510318038,0.0525394555429973,"L_sic1","Pre-Invasion","Pond","Wet",37.5,0.36
"2322","...1806",0.143262644312544,0.0425459850794462,"L_sic1","Pre-Invasion","Pond","Wet",34,0.27
"2323","...1805",0.144182710434217,0.0610033496044719,"L_sic1","Pre-Invasion","Pond","Wet",31,0.18
"2324","...1804",0.143262644312544,0.0425459850794462,"L_sic1","Pre-Invasion","Pond","Wet",30.5,0.18
"2325","...1803",0.143262644312544,0.0425459850794462,"L_sic1","Pre-Invasion","Pond","Wet",39.5,0.38
"2326","...1802",0.143262644312544,0.0425459850794462,"L_sic1","Pre-Invasion","Pond","Wet",31.5,0.23
"2327","...1801",0.143262644312544,0.0425459850794462,"L_sic1","Pre-Invasion","Pond","Wet",30.5,0.18
"2328","...1800",0.143262644312544,0.0425459850794462,"L_sic1","Pre-Invasion","Pond","Wet",26,0.11
"2329","...1799",0.152928348163017,0.0743857298810485,"L_sic1","Pre-Invasion","Pond","Wet",41.5,0.55
"2330","...1798",0.143262644312544,0.0425459850794462,"L_sic1","Pre-Invasion","Pond","Wet",39.5,0.41
"2331","...1797",0.792958870602895,-0.181061594775548,"L_sic1","Pre-Invasion","Pond","Wet",37.5,0.39
"2332","...1796",0.143262644312544,0.0425459850794462,"L_sic1","Pre-Invasion","Pond","Wet",36.5,0.38
"2333","...1795",0.143262644312544,0.0425459850794462,"L_sic1","Pre-Invasion","Pond","Wet",29,0.19
"2334","...1794",0.2250261471494,0.00831862756894814,"L_sic1","Pre-Invasion","Pond","Wet",28.5,0.17
"2335","...1793",0.143262644312544,0.0425459850794462,"L_sic1","Pre-Invasion","Pond","Wet",42,0.56
"2336","...1792",0.0357348688105419,1.7015539932308,"L_sic1","Pre-Invasion","Pond","Wet",37.5,0.43
"2337","...1791",0.488283949671376,0.424531737106503,"L_sic1","Pre-Invasion","Pond","Wet",32,0.25
"2338","...1790",0.0143034468282784,-0.0803635740810142,"N_cry1","Pre-Invasion","Pond","Wet",52,1.67
"2339","...1789",0.172337099483436,-0.00027655516571789,"N_cry1","Pre-Invasion","Pond","Wet",44,1.04
"2340","...1788",0.278942166677722,0.0163409506411942,"N_cry1","Pre-Invasion","Pond","Wet",51,1.75
"2341","...1787",0.795141517748412,-0.353489473395451,"N_cry1","Pre-Invasion","Pond","Wet",65.5,4.22
"2342","...1786",-0.327713181289321,0.103133977477947,"F_chr2","Pre-Invasion","Marsh","Dry",64.5,5.91
"2343","...1785",0.969805426694073,0.654877403622496,"F_chr2","Pre-Invasion","Marsh","Dry",51.5,3.14
"2344","...1784",0.254175564037257,0.260463793411845,"F_chr2","Pre-Invasion","Marsh","Dry",42.5,1.61
"2345","...1783",-1.18181388667284,-0.279576402846506,"F_chr2","Pre-Invasion","Marsh","Dry",41,1.61
"2346","...1782",-0.864414192962969,0.293518120297432,"F_chr2","Pre-Invasion","Marsh","Dry",41,1.36
"2347","...1781",0.454183647680904,0.230095668777421,"F_chr2","Pre-Invasion","Marsh","Dry",42,1.46
"2348","...1780",0.374968906514962,0.566446772510972,"F_chr2","Pre-Invasion","Marsh","Dry",49,2.52
"2349","...1779",-0.301874953168101,-0.733982649644341,"F_chr2","Pre-Invasion","Marsh","Dry",52,2.72
"2350","...1778",0.627868702868787,1.09744826659116,"F_chr2","Pre-Invasion","Marsh","Dry",41,1.7
"2351","...1777",-0.352688554666244,0.151729589321551,"F_chr2","Pre-Invasion","Marsh","Dry",43,1.54
"2352","...1776",0.624260340007769,0.709488368915925,"F_chr2","Pre-Invasion","Marsh","Dry",41,1.69
"2353","...1775",-0.545179308463202,0.883839008194152,"F_chr2","Pre-Invasion","Marsh","Dry",50.5,2.98
"2354","...1774",0.0505648570985096,0.705240774336504,"F_chr2","Pre-Invasion","Marsh","Dry",41.5,1.5
"2355","...1773",-0.52988589482067,1.02364199177578,"F_chr2","Pre-Invasion","Marsh","Dry",43,1.67
"2356","...1772",0.747456804006742,-0.470574170908081,"F_chr2","Pre-Invasion","Marsh","Dry",51.5,3.03
"2357","...1771",-0.299391039160724,0.405162658537406,"F_chr2","Pre-Invasion","Marsh","Dry",41,1.39
"2358","...1770",0.517019931934735,0.41754484070296,"F_chr2","Pre-Invasion","Marsh","Dry",40.5,1.26
"2359","...1769",-0.708850091330603,0.0725107788964208,"F_chr2","Pre-Invasion","Marsh","Dry",45,1.8
"2360","...1768",0.386113762989953,0.431723436292544,"F_chr2","Pre-Invasion","Marsh","Wet",50.5,2.57
"2361","...1767",-0.114062590818273,0.544059685087299,"F_chr2","Pre-Invasion","Marsh","Wet",52,2.96
"2362","...1766",0.251794443897543,1.27480378106585,"F_chr2","Pre-Invasion","Marsh","Wet",48,2.29
"2363","...1765",-0.307596936071244,0.194575434230288,"F_chr2","Pre-Invasion","Marsh","Wet",48,2.53
"2364","...1764",-0.374784303753309,0.362535973476938,"F_chr2","Pre-Invasion","Marsh","Wet",47,2.11
"2365","...1763",-0.816183769283091,-0.19376135085476,"F_chr2","Pre-Invasion","Marsh","Wet",45.5,1.84
"2366","...1762",-0.307596936071244,0.194575434230288,"F_chr2","Pre-Invasion","Marsh","Wet",58.5,4.32
"2367","...1761",-0.467310883922266,0.640676398806049,"F_chr2","Pre-Invasion","Marsh","Wet",47.5,2.53
"2368","...1760",-0.15671171622697,0.665373458063974,"F_chr2","Pre-Invasion","Marsh","Wet",54,3.21
"2369","...1759",0.146538880142374,0.652855843577806,"F_chr2","Pre-Invasion","Marsh","Wet",48,2.34
"2370","...1758",0.285872102088182,1.03687820014699,"F_chr2","Pre-Invasion","Marsh","Wet",44,1.79
"2371","...1757",0.116235608176256,0.619002012733134,"F_chr2","Pre-Invasion","Marsh","Wet",57.5,3.77
"2372","...1756",0.717390303362871,0.389293215051573,"F_chr2","Pre-Invasion","Marsh","Wet",50,2.68
"2373","...1755",0.889965949115239,0.751354380634291,"F_chr2","Pre-Invasion","Marsh","Wet",45,1.72
"2374","...1754",-0.369285172910457,-0.102678201449403,"F_chr2","Pre-Invasion","Marsh","Wet",52.5,2.45
"2375","...1753",-0.40525654638805,0.444443342148755,"F_chr2","Pre-Invasion","Marsh","Wet",50,2.74
"2376","...1752",0.0645462986682329,0.636530103912912,"F_chr2","Pre-Invasion","Marsh","Wet",58,3.72
"2377","...1751",0.0260023408151964,0.682282872646576,"F_chr2","Pre-Invasion","Marsh","Wet",63.5,5.25
"2378","...1750",0.255931718344072,0.252499330578697,"F_chr2","Pre-Invasion","Marsh","Wet",41,1.42
"2379","...1749",-0.08064122361444,1.03710895025975,"F_chr2","Pre-Invasion","Marsh","Wet",65.5,5.37
"2380","...1748",0.387207397130966,0.287457226845031,"F_chr2","Pre-Invasion","Marsh","Wet",44,1.71
"2381","...1747",-0.120999723361796,0.978257279780343,"F_chr2","Pre-Invasion","Marsh","Wet",50,2.04
"2382","...1746",0.74200311987279,0.902614739008885,"F_chr2","Pre-Invasion","Marsh","Wet",49,2.51
"2383","...1745",-0.113987506690353,0.633347800973115,"F_chr2","Pre-Invasion","Pond","Wet",56,3.96
"2384","...1744",0.477935255556137,0.428842190253885,"F_chr2","Pre-Invasion","Pond","Wet",48,2.31
"2385","...1743",0.497975588255055,0.796619489700389,"F_chr2","Pre-Invasion","Pond","Wet",40.5,1.26
"2386","...1742",0.24549885108066,0.246201475664943,"F_chr2","Pre-Invasion","Pond","Wet",43,1.94
"2387","...1741",0.452618298638344,0.0319160999430888,"F_chr2","Pre-Invasion","Pond","Wet",43,1.53
"2388","...1740",0.39494912496466,0.705198330872026,"F_chr1","Pre-Invasion","Marsh","Dry",33.5,0.64
"2389","...1739",0.206123035150712,0.538474197336661,"F_chr1","Pre-Invasion","Marsh","Dry",32,0.66
"2390","...1738",0.652824946485332,0.683402159899735,"F_chr1","Pre-Invasion","Marsh","Dry",31.5,0.6
"2391","...1737",0.324524262321026,-0.128887862838355,"F_chr1","Pre-Invasion","Marsh","Dry",32.5,0.58
"2392","...1736",-0.683163785551248,-0.0224465146168357,"F_chr1","Pre-Invasion","Marsh","Dry",35.5,0.86
"2393","...1735",0.145010234431792,0.335284766416618,"F_chr1","Pre-Invasion","Marsh","Dry",30.5,0.41
"2394","...1734",0.402713811562686,0.320927789446358,"F_chr1","Pre-Invasion","Marsh","Dry",34,0.78
"2395","...1733",0.425912459144835,1.18085703661084,"F_chr1","Pre-Invasion","Marsh","Dry",31,0.53
"2396","...1732",0.659583845267102,0.325708824980009,"F_chr1","Pre-Invasion","Marsh","Dry",37,0.99
"2397","...1731",0.159534792665457,0.390990471806739,"F_chr1","Pre-Invasion","Marsh","Dry",33.5,0.79
"2398","...1730",-0.151579848545719,0.772123157432592,"F_chr1","Pre-Invasion","Marsh","Dry",38.5,1.09
"2399","...1729",0.453442429277456,0.622679625636591,"F_chr1","Pre-Invasion","Marsh","Dry",37,0.99
"2400","...1728",0.347685786552984,0.249285316770311,"F_chr1","Pre-Invasion","Marsh","Dry",30.5,0.55
"2401","...1727",0.391496756549393,0.628921334448335,"F_chr1","Pre-Invasion","Marsh","Dry",38,1.08
"2402","...1726",0.766969655425147,0.725937795625708,"F_chr1","Pre-Invasion","Marsh","Dry",38,1.12
"2403","...1725",1.15112916715679,0.439588932988095,"F_chr1","Pre-Invasion","Marsh","Dry",22,0.19
"2404","...1724",0.915329257140027,0.032090590742219,"F_chr1","Pre-Invasion","Marsh","Dry",21,0.22
"2405","...1723",0.751275606952812,0.0453104082926463,"F_chr1","Pre-Invasion","Marsh","Dry",19,0.12
"2406","...1722",0.938838463858082,0.0136773294575601,"F_chr1","Pre-Invasion","Marsh","Dry",21.5,0.16
"2407","...1721",0.784620568555461,0.382651676788991,"F_chr1","Pre-Invasion","Marsh","Dry",28.5,0.41
"2408","...1720",1.02208563852559,0.0309039321106416,"F_chr1","Pre-Invasion","Marsh","Dry",23.5,0.22
"2409","...1719",1.06492431265632,0.667920866092543,"F_chr1","Pre-Invasion","Marsh","Dry",26,0.3
"2410","...1718",0.799395505084657,-0.0176440584602088,"F_chr1","Pre-Invasion","Marsh","Dry",22,0.19
"2411","...1717",0.868774622056489,0.28737728351826,"F_chr1","Pre-Invasion","Marsh","Dry",23,0.18
"2412","...1716",0.340616970137507,-0.152902520849067,"F_chr1","Pre-Invasion","Marsh","Dry",19,0.11
"2413","...1715",1.21683298372906,0.249015710145675,"F_chr1","Pre-Invasion","Marsh","Dry",27,0.35
"2414","...1714",0.901842194136618,-0.0972548349060335,"F_chr1","Pre-Invasion","Marsh","Dry",29,0.45
"2415","...1713",0.4663857632911,1.04185744615725,"F_chr1","Pre-Invasion","Marsh","Dry",24.5,0.27
"2416","...1712",1.04117835965167,0.17673505410797,"F_chr1","Pre-Invasion","Marsh","Dry",21,0.14
"2417","...1711",0.754281704096288,-0.0900520996904956,"F_chr1","Pre-Invasion","Marsh","Dry",26.5,0.34
"2418","...1710",0.207125182116024,0.100108738088352,"F_chr1","Pre-Invasion","Marsh","Dry",17.5,0.09
"2419","...1709",0.652320510846155,0.197670900366633,"F_chr1","Pre-Invasion","Marsh","Dry",21,0.17
"2420","...1708",0.0100483170582692,0.790932226545516,"F_chr1","Pre-Invasion","Marsh","Dry",23.5,0.24
"2421","...1707",0.293718394641441,-0.117470296624887,"F_chr1","Pre-Invasion","Marsh","Dry",21,0.16
"2422","...1706",0.33458030027436,0.0159762071599568,"F_chr1","Pre-Invasion","Marsh","Dry",20,0.13
"2423","...1705",0.964828452282296,0.494348547496078,"F_chr1","Pre-Invasion","Marsh","Dry",28,0.42
"2424","...1704",0.79685331949126,0.16839184164632,"F_chr1","Pre-Invasion","Marsh","Dry",20,0.14
"2425","...1703",0.853172971569927,-0.0284283617998546,"F_chr1","Pre-Invasion","Marsh","Dry",27,0.35
"2426","...1702",0.918307065737693,0.466766800735809,"F_chr1","Pre-Invasion","Marsh","Dry",18,0.1
"2427","...1701",1.14397264333096,0.462389730807628,"F_chr1","Pre-Invasion","Marsh","Dry",23.5,0.22
"2428","...1700",0.255742788477402,-0.0976107606836349,"F_chr1","Pre-Invasion","Marsh","Dry",29,0.42
"2429","...1699",0.333739681102746,0.461785625711769,"F_chr1","Pre-Invasion","Marsh","Dry",24,0.25
"2430","...1698",1.08135873829565,0.445202497990947,"F_chr1","Pre-Invasion","Marsh","Dry",20,0.14
"2431","...1697",0.522250379982451,0.0599514699274522,"F_chr1","Pre-Invasion","Marsh","Dry",19,0.13
"2432","...1696",0.337949225748653,-0.0400391181197447,"F_chr1","Pre-Invasion","Marsh","Dry",22,0.18
"2433","...1695",1.0182588553673,-0.0238037635880438,"F_chr1","Pre-Invasion","Marsh","Dry",20,0.12
"2434","...1694",0.806174941149223,-0.031887789902129,"F_chr1","Pre-Invasion","Marsh","Dry",19,0.13
"2435","...1693",0.0817247211201448,0.864763668329581,"F_chr1","Pre-Invasion","Marsh","Dry",20,0.16
"2436","...1692",0.753379001577674,0.165565734506199,"F_chr1","Pre-Invasion","Marsh","Dry",24,0.23
"2437","...1691",0.388374286191347,0.74434474407457,"F_chr1","Pre-Invasion","Marsh","Dry",20,0.13
"2438","...1690",-0.805175625603696,-1.41311489334441,"F_chr1","Pre-Invasion","Pond","Dry",38.5,1.098
"2439","...1689",-0.398863603498156,0.711196397832663,"F_chr1","Pre-Invasion","Pond","Dry",39.2,0.9289
"2440","...1688",1.07074371761167,0.463494903636156,"F_chr1","Pre-Invasion","Pond","Dry",34.7,0.716
"2441","...1687",-0.807500490212187,-0.833011061144585,"F_chr1","Pre-Invasion","Pond","Dry",35.6,0.7551
"2442","...1686",0.0686860694928989,-1.74398638355188,"F_chr1","Pre-Invasion","Pond","Dry",30.8,0.6617
"2443","...1685",0.399551593524183,-0.139732154575064,"F_chr1","Pre-Invasion","Pond","Dry",26.5,0.372
"2444","...1684",-0.0688053033001461,-0.515032357995063,"F_chr1","Pre-Invasion","Pond","Dry",26,0.321
"2445","...1683",1.02101776962406,-0.574199645955247,"F_chr1","Pre-Invasion","Pond","Dry",21.8,0.2155
"2446","...1682",0.372497596079868,0.812391668056403,"F_chr1","Pre-Invasion","Marsh","Wet",39,1.15
"2447","...1681",0.859516697233009,0.414778550783379,"F_chr1","Pre-Invasion","Marsh","Wet",36.5,0.94
"2448","...1680",-0.22759803738384,-0.680154538768227,"F_chr1","Pre-Invasion","Marsh","Wet",37.5,0.95
"2449","...1679",-0.954677505100774,0.956280073523578,"F_chr1","Pre-Invasion","Marsh","Wet",33,0.68
"2450","...1678",0.489030007853684,0.636986811434164,"F_chr1","Pre-Invasion","Marsh","Wet",38,1.12
"2451","...1677",0.283618880354498,0.133005706116574,"F_chr1","Pre-Invasion","Marsh","Wet",30.5,0.49
"2452","...1676",0.337544120049845,0.179955534797757,"F_chr1","Pre-Invasion","Marsh","Wet",39,1.06
"2453","...1675",0.74146632490618,0.157974833959602,"F_chr1","Pre-Invasion","Marsh","Wet",38.5,1.06
"2454","...1674",0.374907286302839,0.675093376027162,"F_chr1","Pre-Invasion","Marsh","Wet",36,0.86
"2455","...1673",0.721731349289747,0.647372625173853,"F_chr1","Pre-Invasion","Marsh","Wet",34,0.8
"2456","...1672",0.343854990751649,0.292778540066173,"F_chr1","Pre-Invasion","Marsh","Wet",31.5,0.55
"2457","...1671",0.217381556560029,0.288880253778003,"F_chr1","Pre-Invasion","Marsh","Wet",39,1.18
"2458","...1670",0.604205563784716,1.0627189866852,"F_chr1","Pre-Invasion","Marsh","Wet",36,0.82
"2459","...1669",1.06278709904032,0.707397531068684,"F_chr1","Pre-Invasion","Marsh","Wet",35,0.87
"2460","...1668",0.692621813374748,0.623443719884123,"F_chr1","Pre-Invasion","Marsh","Wet",34,0.79
"2461","...1667",0.33425856635984,0.0450981785373801,"F_chr1","Pre-Invasion","Marsh","Wet",31,0.53
"2462","...1666",0.611376793045813,0.0888197654692922,"F_chr1","Pre-Invasion","Marsh","Wet",29.5,0.44
"2463","...1665",0.623962430228455,0.141494001136532,"F_chr1","Pre-Invasion","Marsh","Wet",17,0.08
"2464","...1664",0.518781736932901,1.29000889625624,"F_chr1","Pre-Invasion","Marsh","Wet",18.5,0.12
"2465","...1663",0.588272954603271,-0.233314360385058,"F_chr1","Pre-Invasion","Marsh","Wet",15,0.05
"2466","...1662",0.813548515266333,1.20275569757154,"F_chr1","Pre-Invasion","Marsh","Wet",16,0.07
"2467","...1661",0.833987108793059,0.270894097692901,"F_chr1","Pre-Invasion","Marsh","Wet",20,0.12
"2468","...1660",0.420957674940838,-0.11087607989656,"F_chr1","Pre-Invasion","Marsh","Wet",16,0.06
"2469","...1659",0.886614960385674,-0.0215095236612222,"F_chr1","Pre-Invasion","Marsh","Wet",20,0.12
"2470","...1658",0.623016123507925,-0.181284462845457,"F_chr1","Pre-Invasion","Marsh","Wet",24.5,0.23
"2471","...1657",0.842211295646187,0.12345879578105,"F_chr1","Pre-Invasion","Marsh","Wet",26,0.31
"2472","...1656",0.515843833010488,0.233767458418429,"F_chr1","Pre-Invasion","Marsh","Wet",24.5,0.28
"2473","...1655",0.669576367358263,0.413082827244979,"F_chr1","Pre-Invasion","Marsh","Wet",28.5,0.42
"2474","...1654",0.255742788477402,-0.0976107606836349,"F_chr1","Pre-Invasion","Marsh","Wet",27,0.29
"2475","...1653",0.573286876705876,-0.0789058100638152,"F_chr1","Pre-Invasion","Marsh","Wet",19,0.11
"2476","...1652",0.476222706995126,0.0670330871101345,"F_chr1","Pre-Invasion","Marsh","Wet",15,0.05
"2477","...1651",0.545267260335988,-0.257714881792649,"F_chr1","Pre-Invasion","Marsh","Wet",27,0.3
"2478","...1650",-0.292860161457435,0.8281543052435,"F_chr1","Pre-Invasion","Marsh","Wet",29,0.45
"2479","...1649",0.300955191698194,-0.0317030699759322,"F_chr1","Pre-Invasion","Marsh","Wet",16,0.06
"2480","...1648",0.143262644312544,0.0425459850794462,"F_chr1","Pre-Invasion","Marsh","Wet",28,0.38
"2481","...1647",0.732630156757262,0.15306050032374,"F_chr1","Pre-Invasion","Marsh","Wet",19.5,0.13
"2482","...1646",0.663664905381846,0.235120741835183,"F_chr1","Pre-Invasion","Marsh","Wet",21.5,0.15
"2483","...1645",0.299782000024984,0.0997232083479203,"F_chr1","Pre-Invasion","Marsh","Wet",20,0.12
"2484","...1644",0.266047897762055,0.253318006286526,"F_chr1","Pre-Invasion","Marsh","Wet",16,0.06
"2485","...1643",0.723558750930555,-0.0233016565512448,"F_chr1","Pre-Invasion","Marsh","Wet",21,0.15
"2486","...1642",0.776680337289965,0.0129802550814444,"F_chr1","Pre-Invasion","Marsh","Wet",10,0.01
"2487","...1641",0.53714607906213,0.157919170219768,"F_chr1","Pre-Invasion","Marsh","Wet",10,0.01
"2488","...1640",0.419392830400977,0.0649404114219412,"F_chr1","Pre-Invasion","Marsh","Wet",23,0.19
"2489","...1639",0.586677276505923,-0.0185663127824365,"F_chr1","Pre-Invasion","Marsh","Wet",23,0.17
"2490","...1638",1.10308316377044,0.349337314192914,"F_chr1","Pre-Invasion","Marsh","Wet",19,0.1
"2491","...1637",0.754279332832344,0.177002357327702,"F_chr1","Pre-Invasion","Marsh","Wet",22,0.17
"2492","...1636",0.678040247535343,-0.208776711360515,"F_chr1","Pre-Invasion","Marsh","Wet",18,0.1
"2493","...1635",0.712970469176293,0.210535593408633,"F_chr1","Pre-Invasion","Marsh","Wet",19,0.11
"2494","...1634",1.32263056655612,0.335697090994735,"F_chr1","Pre-Invasion","Marsh","Wet",21.5,0.17
"2495","...1633",0.824007918864737,0.899434693339131,"F_chr1","Pre-Invasion","Pond","Wet",33,0.92
"2496","...1632",0.143262644312544,0.0425459850794462,"F_chr1","Pre-Invasion","Pond","Wet",35,1.07
"2497","...1631",0.602002376818429,0.468067568733994,"F_chr1","Pre-Invasion","Pond","Wet",40,1.6
"2498","...1630",0.194749663521806,0.319213288198966,"F_chr1","Pre-Invasion","Pond","Wet",36.5,0.9
"2499","...1629",0.0817247211201448,0.864763668329581,"F_chr1","Pre-Invasion","Pond","Wet",36.5,0.99
"2500","...1628",0.693190424927365,0.779635099437688,"F_chr1","Pre-Invasion","Pond","Wet",34.5,0.85
"2501","...1627",0.0817247211201448,0.864763668329581,"F_chr1","Pre-Invasion","Pond","Wet",34.5,0.74
"2502","...1626",0.197266624626943,0.257172711927262,"F_chr1","Pre-Invasion","Pond","Wet",33,0.77
"2503","...1625",0.586961227542729,0.481616628844311,"F_chr1","Pre-Invasion","Pond","Wet",34,0.74
"2504","...1624",0.203542927239079,0.0664772354068734,"F_chr1","Pre-Invasion","Pond","Wet",30,0.5
"2505","...1623",0.270185446265483,-0.00410755529303236,"F_chr1","Pre-Invasion","Pond","Wet",38.5,1.31
"2506","...1622",-0.543516768645917,1.13252923274065,"F_chr1","Pre-Invasion","Pond","Wet",28.5,0.44
"2507","...1621",1.33202409255177,-0.280167130594445,"F_chr1","Pre-Invasion","Pond","Wet",26.5,0.33
"2508","...1620",-0.197893247596708,-1.31601406441221,"F_chr1","Pre-Invasion","Pond","Wet",35,0.71
"2509","...1619",0.621425851791801,0.799583141323101,"F_chr1","Pre-Invasion","Pond","Wet",34.5,0.81
"2510","...1618",0.424648023017251,0.432973991596175,"F_chr1","Pre-Invasion","Pond","Wet",29.5,0.54
"2511","...1617",0.545045317004128,0.232644265699171,"L_goo2","Pre-Invasion","Marsh","Dry",19.5,0.13
"2512","...1616",0.560902731621305,0.373043424863331,"L_goo2","Pre-Invasion","Marsh","Dry",19,0.14
"2513","...1615",0.353110961523945,0.0839723512984863,"L_goo2","Pre-Invasion","Marsh","Dry",23,0.21
"2514","...1614",0.427698739437161,0.111057630144071,"L_goo2","Pre-Invasion","Marsh","Dry",22,0.17
"2515","...1613",0.355946958471361,0.0688882767178934,"L_goo2","Pre-Invasion","Marsh","Dry",25,0.25
"2516","...1612",0.571246637109335,0.19544779201568,"L_goo2","Pre-Invasion","Marsh","Dry",22,0.18
"2517","...1611",0.616921040581573,0.0521625029196408,"L_goo2","Pre-Invasion","Marsh","Dry",21.5,0.21
"2518","...1610",0.565043050726135,0.141336809052435,"L_goo2","Pre-Invasion","Marsh","Dry",22,0.21
"2519","...1609",0.478117871970582,0.135265081344206,"L_goo2","Pre-Invasion","Marsh","Dry",21,0.16
"2520","...1608",0.699112281875491,0.278530474415271,"L_goo2","Pre-Invasion","Marsh","Dry",20,0.12
"2521","...1607",0.797969749783102,0.223089130457627,"L_goo2","Pre-Invasion","Marsh","Dry",19,0.12
"2522","...1606",0.88615241997408,0.382006119702177,"L_goo2","Pre-Invasion","Marsh","Dry",20,0.13
"2523","...1605",0.329803551488547,0.0989044200137297,"L_goo2","Pre-Invasion","Marsh","Dry",22,0.2
"2524","...1604",0.341756827698736,0.277532165470163,"L_goo2","Pre-Invasion","Marsh","Dry",24,0.23
"2525","...1603",0.288796143908847,-0.0433438562369729,"L_goo2","Pre-Invasion","Marsh","Dry",20,0.14
"2526","...1602",0.224883035001588,0.00845284288802311,"L_goo2","Pre-Invasion","Marsh","Dry",26,0.28
"2527","...1601",0.566386906938706,0.2327679680616,"L_goo2","Pre-Invasion","Marsh","Dry",21,0.17
"2528","...1600",0.894586789359008,0.148552635176687,"L_goo2","Pre-Invasion","Marsh","Dry",23,0.22
"2529","...1599",0.275262383239589,0.0346302691291481,"L_goo2","Pre-Invasion","Marsh","Dry",22,0.19
"2530","...1598",0.409195448138096,0.0322923820467415,"L_goo2","Pre-Invasion","Marsh","Dry",23,0.22
"2531","...1597",0.507032564391538,0.166870604167623,"L_goo2","Pre-Invasion","Marsh","Dry",18.5,0.1
"2532","...1596",0.618262515056906,0.126504677660874,"L_goo2","Pre-Invasion","Marsh","Dry",18.5,0.11
"2533","...1595",0.31954954614436,0.0469350035057741,"L_goo2","Pre-Invasion","Marsh","Dry",22,0.19
"2534","...1594",0.412423526360867,0.15051159300228,"L_goo2","Pre-Invasion","Marsh","Dry",20,0.12
"2535","...1593",0.304653765187009,0.0829153988744234,"L_goo2","Pre-Invasion","Marsh","Dry",22,0.18
"2536","...1592",0.27325247672526,0.0147971597388815,"L_goo2","Pre-Invasion","Marsh","Dry",21.5,0.15
"2537","...1591",0.328989979393204,0.134396692516752,"L_goo2","Pre-Invasion","Marsh","Dry",24,0.22
"2538","...1590",0.447754008501978,0.121864507293274,"L_goo2","Pre-Invasion","Marsh","Dry",20.5,0.13
"2539","...1589",0.632317855526537,0.13367429958835,"L_goo2","Pre-Invasion","Marsh","Dry",22.8,0.18
"2540","...1588",0.627512485696043,-0.0978105414769339,"L_goo2","Pre-Invasion","Marsh","Dry",19,0.12
"2541","...1587",0.281744366407283,0.0518140195392784,"L_goo2","Pre-Invasion","Marsh","Dry",24.5,0.25
"2542","...1586",0.355144079203809,0.120747767931563,"L_goo2","Pre-Invasion","Marsh","Dry",18,0.09
"2543","...1585",0.341771830705537,0.0780560418435788,"L_goo2","Pre-Invasion","Marsh","Dry",20,0.14
"2544","...1584",0.348767847992141,0.0330519285322547,"L_goo2","Pre-Invasion","Marsh","Dry",20,0.14
"2545","...1583",0.410741608788613,0.113422847416514,"L_goo2","Pre-Invasion","Marsh","Dry",24,0.23
"2546","...1582",0.316502683286315,0.0501960426273086,"L_goo2","Pre-Invasion","Marsh","Dry",20,0.13
"2547","...1581",0.349174117304193,-0.0292071133001288,"L_goo2","Pre-Invasion","Marsh","Dry",18,0.1
"2548","...1580",0.325818361866668,0.0572894201805013,"L_goo2","Pre-Invasion","Marsh","Dry",22,0.19
"2549","...1579",0.391130334556156,0.0866098179571428,"L_goo2","Pre-Invasion","Marsh","Wet",18.5,0.1
"2550","...1578",0.264182752565696,0.022334161889733,"L_goo2","Pre-Invasion","Marsh","Wet",27,0.31
"2551","...1577",0.383053061870762,0.169000773460602,"L_goo2","Pre-Invasion","Marsh","Wet",26,0.3
"2552","...1576",0.240162895031233,0.0462686559138559,"L_goo2","Pre-Invasion","Marsh","Wet",25.5,0.3
"2553","...1575",0.370787034360319,0.140453785931589,"L_goo2","Pre-Invasion","Marsh","Wet",20.5,0.13
"2554","...1574",0.225867169485383,0.0077681851806301,"L_goo2","Pre-Invasion","Marsh","Wet",20,0.13
"2555","...1573",0.317991553954296,0.0388973909823429,"L_goo2","Pre-Invasion","Marsh","Wet",21.5,0.15
"2556","...1572",0.199582585088048,0.053514989505989,"L_goo2","Pre-Invasion","Marsh","Wet",19.5,0.12
"2557","...1571",0.386757742840542,0.0495372605526742,"L_goo2","Pre-Invasion","Marsh","Wet",21,0.15
"2558","...1570",0.358264711485584,0.115594504889328,"L_goo2","Pre-Invasion","Marsh","Wet",28,0.3
"2559","...1569",0.512058439633121,0.201137034610011,"L_goo2","Pre-Invasion","Marsh","Wet",25,0.26
"2560","...1568",0.165951028477386,0.0417743949334856,"L_goo2","Pre-Invasion","Marsh","Wet",26,0.28
"2561","...1567",0.35460408353791,0.153164662601518,"L_goo2","Pre-Invasion","Marsh","Wet",25.5,0.28
"2562","...1566",0.305418697003576,0.0846648348838002,"L_goo2","Pre-Invasion","Marsh","Wet",23.5,0.21
"2563","...1565",0.193053182139304,0.0218840835106334,"L_goo2","Pre-Invasion","Marsh","Wet",22.5,0.18
"2564","...1564",0.227093049118912,0.0089396352660136,"L_goo2","Pre-Invasion","Marsh","Wet",20,0.12
"2565","...1563",0.40610587707653,0.123511744047711,"L_goo2","Pre-Invasion","Marsh","Wet",19,0.09
"2566","...1562",0.258421752861622,0.0873239372680755,"L_goo2","Pre-Invasion","Marsh","Wet",21,0.14
"2567","...1561",0.422668709747723,0.109170756413908,"L_goo2","Pre-Invasion","Marsh","Wet",20.5,0.11
